caseid_new,w4_xqualified,w4_status,w4_complete,w4_source,w4_duration,w4_HCMST_interview_fin_yrmo,w4_xtype,w4_xyear,w4_xmonth,w4_xmarry,w4_xlast,w4_xwave1_month,w4_xcivil,w4_xss,w4_q1,w4_q2,w4_quality,w4_attractive,w4_attractive_partner,w4_q3,w4_q4,w4_mbtiming_year,w4_mbtiming_month,w4_q5,w4_q6,w4_q7,w4_mar_year,w4_mar_month,w4_civ_year,w4_q8_a,w4_q8_b,w4_q9,w4_q10,w4_nonmbtiming_year,w4_nonmbtiming_month,relationship_quality_w4,w4_broke_up,w234_combo_breakup,pp4_ppeduc,pp4_ppeducat,pp4_ppethm,pp4_pphhhead,pp4_pphhsize,pp4_pphouse,pp4_ppincimp,pp4_ppmarit,pp4_ppmsacat,pp4_ppreg4,pp4_ppreg9,pp4_pprent,pp4_ppt01,pp4_ppt25,pp4_ppt612,pp4_ppt1317,pp4_ppt18ov,pp4_ppwork,pp4_ppnet,pp4_ppcmdate_yrmo,pp4_newer,ppa2009_services_yrmo,ppa2009_how_often_services
82431,qualified for wave 4,Withdrawn,No,,,,different sex couple,2010,March,Married,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",10th grade,Less than high school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$15,000 to $19,999",Married,Metro,Midwest,West-North Central,Occupied without payment of cash rent,0,0,0,0,3,Working - as a paid employee,Yes,201007,No,200903,Never
83431,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,1,2,Working - as a paid employee,Yes,201305,Yes,200903,A few times a year
84485,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,200904,No,200903,Once a year or less
85281,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$100,000 to $124,999",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,1,1,0,2,Working - as a paid employee,Yes,201009,No,,
86591,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,May,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$10,000 to $12,499",Married,Non-Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,201007,No,200903,More than once a week
88205,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,3,Not working - looking for work,Yes,201305,Yes,200904,Never
89766,qualified for wave 4,Retired,Yes,Telephone,,201311,same-sex couple,2010,March,Unmarried partners,3,2,No,Yes,,,Excellent,slightly attractive,very attractive,,,,,Yes,Yes,"No, did not marry [xnamep]",,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Living with partner,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,No,200904,No,200903,
90315,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - self-employed,Yes,201305,Yes,200905,
92625,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$50,000 to $59,999",Never married,Non-Metro,Northeast,Mid-Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201305,Yes,200904,Once or twice a month
94431,qualified for wave 4,Active,Yes,On-line,4,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,slightly attractive,very attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,Hispanic,Yes,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,Never
95431,qualified for wave 4,Withdrawn,No,,,,different sex couple,2011,April,Married,2,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,5,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,2,3,Working - as a paid employee,Yes,200905,No,200905,Once a week
96335,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$150,000 to $174,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,Once a week
97195,qualified for wave 4,Active,Yes,On-line,1,201303,different sex couple,2011,April,Unmarried partners,2,2,No,No,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,"[xnamep] , wanted the break up more",2012,September,,broke up,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,2,A one-family house detached from any other house,"$60,000 to $74,999",Never married,Non-Metro,Midwest,East-North Central,Rented for cash,0,0,0,0,2,Working - self-employed,Yes,201305,Yes,200902,Once or twice a month
98306,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,7,A one-family house detached from any other house,"$7,500 to $9,999",Never married,Metro,Midwest,East-North Central,Rented for cash,0,0,1,1,5,Working - as a paid employee,Yes,200905,No,200902,Once a year or less
99611,qualified for wave 4,Active,Yes,On-line,4,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"Other, Non-Hispanic",No,2,A one-family house detached from any other house,"$85,000 to $99,999",Married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,2,Not working - retired,Yes,201305,Yes,200903,Once or twice a month
100331,qualified for wave 4,Active,Yes,On-line,9,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Fair,slightly attractive,moderately attractive,,,,,,,,,,,,,,,,,3,still together,"still together at w4, or some follow-up w/o break-up",Masters degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,6,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,2,2,0,2,Working - self-employed,Yes,201305,Yes,200902,Once a year or less
101533,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$30,000 to $34,999",Divorced,Metro,West,Mountain,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201306,Yes,200902,Once or twice a month
102345,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",No,3,A one-family house detached from any other house,"$30,000 to $34,999",Never married,Non-Metro,South,South Atlantic,Occupied without payment of cash rent,0,0,0,0,3,Working - as a paid employee,Yes,201305,Yes,200902,More than once a week
103545,qualified for wave 4,Active,Yes,On-line,730,201303,different sex couple,2011,April,Unmarried partners,2,2,No,No,,,Excellent,slightly attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Never married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,201308,Yes,200902,Never
104565,unqualified for wave 4,,,,,,same-sex couple,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$15,000 to $19,999",Never married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201306,Yes,200903,Never
105515,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$50,000 to $59,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201010,No,200905,
106296,unqualified for wave 4,,,,,,different sex couple,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$35,000 to $39,999",Never married,Metro,South,South Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201305,Yes,200902,Once or twice a month
107255,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,3,A one-family house attached to one or more houses,"$20,000 to $24,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201306,Yes,200902,A few times a year
108381,qualified for wave 4,Do not call,No,,,,different sex couple,2009,March,Married,4,3,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",No,4,A one-family house attached to one or more houses,"$100,000 to $124,999",Married,Metro,West,Pacific,Rented for cash,0,0,2,0,2,Not working - looking for work,Yes,200904,No,200903,A few times a year
108501,qualified for wave 4,Withdrawn,Yes,On-line,1,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,not at all attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Non-Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,200802,No,200811,
109706,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Associate degree,Some college,"White, Non-Hispanic",Yes,2,A mobile home,"$35,000 to $39,999",Living with partner,Non-Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,No,200907,No,200902,Once a year or less
110316,qualified for wave 4,Active,Yes,On-line,1,201303,same-sex couple,2011,April,Unmarried partners,2,2,No,Yes,,,Fair,moderately attractive,moderately attractive,,,,,Yes,No,"No, did not marry [xnamep]",,,,"No, we have not gotten a domestic partnership or civil union agreement",,,,,,3,still together,"still together at w4, or some follow-up w/o break-up",Professional or Doctorate degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A one-family house detached from any other house,"$100,000 to $124,999",Divorced,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,0,0,0,0,1,Working - as a paid employee,Yes,201306,Yes,200903,Once a year or less
112646,qualified for wave 4,Active,Yes,On-line,7,201303,same-sex couple,2011,April,Married,2,2,No,Yes,yes,yes,Excellent,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,West,Pacific,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200905,
113235,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Poor,moderately attractive,slightly attractive,,,,,,,,,,,,,,,,,2,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,0,0,0,0,2,Working - as a paid employee,Yes,201305,Yes,200903,Once or twice a month
114276,qualified for wave 4,Active,Yes,On-line,0,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,moderately attractive,moderately attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,3,A one-family house detached from any other house,"$60,000 to $74,999",Married,Metro,Midwest,East-North Central,Owned or being bought by you or someone in your household,1,0,0,0,2,Working - as a paid employee,Yes,201306,Yes,200904,A few times a year
115473,unqualified for wave 4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"broke up at wave 2, 3, or 4","Some college, no degree",Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$85,000 to $99,999",Divorced,Metro,West,Pacific,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201305,Yes,200903,Once a week
116271,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Excellent,moderately attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,"White, Non-Hispanic",Yes,2,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Rented for cash,0,0,0,0,2,Working - as a paid employee,Yes,201308,Yes,200903,Once or twice a month
117401,qualified for wave 4,Active,Yes,On-line,2,201303,different sex couple,2011,April,Married,2,3,No,No,yes,yes,Good,slightly attractive,slightly attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,4,A one-family house detached from any other house,"$75,000 to $84,999",Married,Metro,Midwest,West-North Central,Owned or being bought by you or someone in your household,0,0,1,1,2,Working - as a paid employee,Yes,201306,Yes,200903,Once a week
119371,qualified for wave 4,Active,Yes,On-line,3,201303,different sex couple,2011,April,Married,2,3,No,No,yes,yes,Excellent,slightly attractive,very attractive,,,,,,,,,,,,,,,,,5,still together,"still together at w4, or some follow-up w/o break-up",HIGH SCHOOL GRADUATE - high school DIPLOMA or the equivalent (GED),High school,"White, Non-Hispanic",Yes,3,A building with 2 or more apartments,"$12,500 to $14,999",Married,Metro,South,West-South Central,Rented for cash,0,0,0,0,3,Not working - disabled,Yes,201306,Yes,200903,More than once a week
119663,qualified for wave 4,Retired,No,,,,different sex couple,2010,March,Unmarried partners,3,2,No,No,,,,,,,,,,,,,,,,,,,,,,,,"still together at w4, or some follow-up w/o break-up",Associate degree,Some college,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$60,000 to $74,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,0,0,0,0,1,Not working - retired,Yes,200904,No,200903,Once a year or less
120456,qualified for wave 4,Active,Yes,On-line,82845,201305,different sex couple,2011,April,Married,2,2,No,No,yes,yes,Good,not at all attractive,not at all attractive,,,,,,,,,,,,,,,,,4,still together,"still together at w4, or some follow-up w/o break-up","Some college, no degree",Some college,Hispanic,Yes,3,A one-family house detached from any other house,"$150,000 to $174,999",Married,Metro,West,Pacific,Owned or being bought by you or someone in your household,0,0,0,0,3,Working - as a paid employee,Yes,201108,No,200905,
121515,qualified for wave 4,Active,Yes,On-line,1,201303,different sex couple,2011,April,Unmarried partners,2,2,No,No,,,,moderately attractive,,,,,,No,,,,,,,,We broke up,We both equally wanted to break up,2012,September,,broke up,"broke up at wave 2, 3, or 4",Bachelors degree,Bachelor's degree or higher,"White, Non-Hispanic",Yes,1,A building with 2 or more apartments,"$40,000 to $49,999",Never married,Metro,Northeast,Mid-Atlantic,Rented for cash,0,0,0,0,1,Working - as a paid employee,Yes,201305,Yes,200903,Once a year or less
